NodeA,NodeB,Weights
1355,2859,1.0
1355,3062,0.0
1355,3618,0.0
1356,3012,1.0
1356,2955,1.0
1356,2959,1.0
1356,2006,1.0
1356,2854,1.0
1356,1655,1.0
1356,2166,1.0
1356,2537,1.0
1356,1642,1.0
1356,1206,1.0
1357,3489,1.0
1357,2215,1.0
1357,3161,1.0
1357,1245,1.0
1357,2709,1.0
1357,3487,1.0
1357,2266,1.0
1357,1075,1.0
1357,1637,1.0
1357,1577,0.0
1358,1237,1.0
1358,1714,1.0
1358,2937,1.0
1358,3630,1.0
1358,3055,1.0
1358,1285,1.0
1358,1719,1.0
1358,1554,1.0
1358,2701,1.0
1358,1974,0.0
1359,8208,1.0
1359,1878,1.0
1359,2811,1.0
1359,1412,1.0
1359,2779,1.0
1359,2686,1.0
1359,3605,1.0
1359,3568,1.0
1359,3295,1.0
1359,1862,1.0
1360,2566,1.0
1360,1191,1.0
1360,1188,1.0
1360,3450,1.0
1360,2682,1.0
1360,1209,1.0
1360,1484,1.0
1360,3493,1.0
1360,3581,0.0
1360,1306,0.0
1361,2232,1.0
1361,2783,1.0
1361,1425,1.0
1361,3538,1.0
1361,3226,1.0
1361,2424,1.0
1361,1209,1.0
1361,2776,1.0
1361,3480,1.0
1361,2385,1.0
1362,2607,1.0
1362,1693,1.0
1362,1967,1.0
1362,2141,1.0
1362,3374,1.0
1362,3119,1.0
1362,2955,1.0
1362,3279,1.0
1362,3467,1.0
1362,1799,0.0
1363,3311,1.0
1363,3167,1.0
1363,1846,1.0
1363,1384,1.0
1363,7713,1.0
1363,3419,1.0
1363,2071,1.0
1363,1864,1.0
1363,3114,1.0
1363,3170,0.0
1364,2835,1.0
1364,1517,1.0
1364,2950,1.0
1364,1467,1.0
1364,1890,1.0
1364,2854,1.0
1364,9235,1.0
1364,2412,1.0
1364,764,1.0
1364,2820,0.0
1365,1626,1.0
1365,3041,1.0
1365,1524,1.0
1365,3265,1.0
1365,2331,1.0
1365,1953,1.0
1365,2222,1.0
1365,3550,1.0
1365,3096,1.0
1365,1444,1.0
1366,3513,1.0
1366,2121,1.0
1366,3063,1.0
1366,3575,1.0
1366,2529,1.0
1366,1131,1.0
1366,3232,1.0
1366,2576,1.0
1366,2360,0.0
1366,2409,0.0
1367,1853,1.0
1367,2077,1.0
1367,3530,1.0
1367,1797,1.0
1367,2971,1.0
1367,2903,1.0
1367,2310,1.0
1367,1993,1.0
1367,2522,0.0
1367,2591,0.0
1368,2925,1.0
1368,1769,1.0
1368,3045,1.0
1368,2863,1.0
1368,2645,1.0
1368,3377,1.0
1368,2471,1.0
1368,7177,1.0
1368,6116,1.0
1368,3152,1.0
1369,2849,1.0
1369,1836,1.0
1369,1683,1.0
1369,2173,1.0
1369,2711,1.0
1369,3612,1.0
1369,1687,1.0
1369,1300,0.0
1369,3168,0.0
1369,1490,0.0
1370,2172,1.0
1370,2196,1.0
1370,1940,1.0
1370,1129,1.0
1370,1328,1.0
1370,2088,1.0
1370,1406,1.0
1370,1102,1.0
1370,2786,1.0
1370,2199,0.0
1371,2396,1.0
1371,2216,1.0
1371,1084,1.0
1371,1097,1.0
1371,3366,1.0
1371,1275,1.0
1371,2786,1.0
1371,2214,1.0
1371,3132,0.0
1371,2650,0.0
1372,2390,1.0
1372,1504,1.0
1372,2567,1.0
1372,1799,1.0
1372,2468,1.0
1372,2089,1.0
1372,1437,1.0
1372,1362,1.0
1372,1224,1.0
1372,3467,1.0
1373,1932,1.0
1373,8114,1.0
1373,1785,1.0
1373,2858,1.0
1373,7374,1.0
1373,3238,1.0
1373,6994,1.0
1373,6424,1.0
1373,7294,1.0
1373,7889,0.0
1374,1916,1.0
1374,3544,1.0
1374,2533,1.0
1374,2323,1.0
1374,1494,1.0
1374,2679,1.0
1374,3007,1.0
1374,3276,1.0
1374,1705,0.0
1374,1262,0.0
1375,3453,1.0
1375,1773,1.0
1375,2994,1.0
1375,3358,1.0
1375,2007,1.0
1375,1105,1.0
1375,1886,1.0
1375,1935,1.0
1375,1976,1.0
1375,3268,0.0
1376,3376,1.0
1376,3251,1.0
1376,1126,1.0
1376,2673,1.0
1376,3177,1.0
1376,3395,1.0
1376,2138,1.0
1376,1551,1.0
1376,7873,1.0
1376,1048,1.0
1377,2695,1.0
1377,3610,1.0
1377,1558,1.0
1377,1284,1.0
1377,3397,1.0
1377,2842,1.0
1377,2918,1.0
1377,3163,1.0
1377,3188,1.0
1377,1432,1.0
1378,1174,1.0
1378,1930,1.0
1378,2655,1.0
1378,1832,1.0
1378,1854,1.0
1378,2689,1.0
1378,1242,1.0
1378,3426,1.0
1378,1195,1.0
1378,1919,0.0
1379,1566,1.0
1379,1712,1.0
1379,1981,1.0
1379,1603,1.0
1379,1322,1.0
1379,3467,1.0
1379,3471,1.0
1379,1101,1.0
1379,2238,1.0
1379,2567,1.0
1380,1902,1.0
1380,1539,1.0
1380,2014,1.0
1380,1580,1.0
1380,1638,1.0
1380,3617,1.0
1380,2260,1.0
1380,3353,1.0
1380,2681,1.0
1380,2160,0.0
1381,6673,1.0
1381,9951,1.0
1381,7762,1.0
1381,5714,1.0
1381,3507,1.0
1381,7898,1.0
1381,2761,1.0
1381,1045,1.0
1381,8229,0.0
1381,5597,0.0
1382,2636,1.0
1382,2206,1.0
1382,2019,1.0
1382,2530,1.0
1382,2455,1.0
1382,2419,1.0
1382,3367,1.0
1382,3159,1.0
1382,2504,1.0
1382,1646,1.0
1383,1867,1.0
1383,2522,1.0
1383,2889,1.0
1383,844,1.0
1383,2468,1.0
1383,1372,1.0
1383,1504,1.0
1383,1601,1.0
1383,970,1.0
1383,1710,1.0
1384,1363,1.0
1384,3311,1.0
1384,8285,1.0
1384,2071,1.0
1384,6780,1.0
1384,1846,1.0
1384,2197,1.0
1384,2399,1.0
1384,1738,1.0
1384,3167,0.0
1385,1742,1.0
1385,2810,1.0
1385,1911,1.0
1385,3637,1.0
1385,3485,1.0
1385,3321,1.0
1385,1147,1.0
1385,2392,1.0
1385,2069,0.0
1385,1505,0.0
1386,2760,1.0
1386,2299,1.0
1386,1526,1.0
1386,2016,1.0
1386,2258,1.0
1386,3410,1.0
1386,3549,1.0
1386,1829,1.0
1386,2259,1.0
1386,3374,1.0
1387,3139,1.0
1387,2094,1.0
1387,1089,1.0
1387,2804,1.0
1387,1708,1.0
1387,3249,1.0
1387,2514,1.0
1387,1906,1.0
1387,2287,0.0
1387,3042,0.0
1388,2618,1.0
1388,2624,1.0
1388,2668,1.0
1388,2920,1.0
1388,3412,1.0
1388,2031,1.0
1388,3613,1.0
1388,1429,0.0
1388,1116,0.0
1388,3131,0.0
1389,1136,1.0
1389,3406,1.0
1389,1826,1.0
1389,1142,1.0
1389,1962,1.0
1389,2738,1.0
1389,2643,1.0
1389,1840,1.0
1389,2454,1.0
1389,3072,0.0
1390,3144,1.0
1390,1278,1.0
1390,2981,1.0
1390,3527,1.0
1390,1797,1.0
1390,3546,1.0
1390,1598,1.0
1390,1778,1.0
1390,2931,1.0
1390,1860,0.0
1391,1223,1.0
1391,1131,1.0
1391,1210,1.0
1391,3232,1.0
1391,1459,1.0
1391,3368,1.0
1391,1729,1.0
1391,7052,1.0
1391,3124,0.0
1391,1207,0.0
1392,1922,1.0
1392,3361,1.0
1392,7031,1.0
1392,8505,1.0
1392,1766,1.0
1392,9196,1.0
1392,2475,1.0
1392,7725,1.0
1392,7437,1.0
1392,2004,1.0
1393,13063,1.0
1393,610,1.0
1393,10761,1.0
1393,11547,1.0
1393,1,1.0
1393,13025,1.0
1393,10611,1.0
1393,12653,1.0
1393,12356,0.0
1393,12491,0.0
1394,2282,1.0
1394,2805,1.0
1394,2600,1.0
1394,2783,1.0
1394,3371,1.0
1394,2407,1.0
1394,3038,1.0
1394,2975,1.0
1394,1320,1.0
1394,1597,1.0
1395,2854,1.0
1395,1562,1.0
1395,1062,1.0
1395,1928,1.0
1395,3307,1.0
1395,1807,1.0
1395,3263,1.0
1395,2959,0.0
1395,2228,0.0
1395,2955,0.0
1396,2622,1.0
1396,1259,1.0
1396,3400,1.0
1396,3319,1.0
1396,1821,1.0
1396,2302,1.0
1396,2202,1.0
1396,2897,1.0
1396,2429,1.0
1396,1404,0.0
1397,1784,1.0
1397,2250,1.0
1397,2301,1.0
1397,9873,1.0
1397,3289,1.0
1397,2224,1.0
1397,2459,1.0
1397,9406,1.0
1397,5246,1.0
1397,1810,1.0
1398,2582,1.0
1398,1323,1.0
1398,1446,1.0
1398,3599,1.0
1398,3638,1.0
1398,3514,1.0
1398,2254,1.0
1398,2078,1.0
1398,1365,1.0
1398,2067,0.0
1399,2756,1.0
1399,3007,1.0
1399,1574,1.0
1399,1225,1.0
1399,2335,1.0
1399,2077,1.0
1399,1758,1.0
1399,2712,1.0
1399,2709,1.0
1399,1278,0.0
1400,2003,1.0
1400,1092,1.0
1400,1998,1.0
1400,1777,1.0
1400,1073,1.0
1400,1211,1.0
1400,3235,1.0
1400,2317,1.0
1400,1791,1.0
1400,1161,0.0
1401,2603,1.0
1401,1170,1.0
1401,3130,1.0
1401,2679,1.0
1401,1334,1.0
1401,1414,1.0
1401,3487,1.0
1401,1134,1.0
1401,2901,1.0
1401,2957,0.0
1402,3384,1.0
1402,1687,1.0
1402,2400,1.0
1402,2711,1.0
1402,2849,1.0
1402,1406,1.0
1402,2403,1.0
1402,1300,0.0
1402,2677,0.0
1402,1449,0.0
1403,1444,1.0
1403,1090,1.0
1403,1484,1.0
1403,2545,1.0
1403,3288,1.0
1403,2428,1.0
1403,3194,1.0
1403,2957,1.0
1403,2967,1.0
1403,2637,1.0
1404,3034,1.0
1404,2302,1.0
1404,3319,1.0
1404,1396,1.0
1404,1507,1.0
1404,1698,1.0
1404,2429,1.0
1404,1259,1.0
1404,2897,0.0
1404,2202,0.0
1405,2268,1.0
1405,1970,1.0
1405,3123,1.0
1405,2632,1.0
1405,1873,1.0
1405,1296,1.0
1405,2619,1.0
1405,3407,1.0
1405,1998,0.0
1405,2541,0.0
1406,1938,1.0
1406,2264,1.0
1406,2852,1.0
1406,2691,1.0
1406,1328,1.0
1406,3503,1.0
1406,2125,1.0
1406,1699,1.0
1406,2244,1.0
1406,2328,1.0
1407,1234,1.0
1407,1566,1.0
1407,3281,1.0
1407,2567,1.0
1407,2899,1.0
1407,1231,1.0
1407,3202,1.0
1407,3467,1.0
1407,1224,0.0
1407,1362,0.0
1408,2217,1.0
1408,2415,1.0
1408,1807,1.0
1408,3497,1.0
1408,2683,1.0
1408,2856,1.0
1408,2349,1.0
1408,2287,0.0
1408,2615,0.0
1408,1319,0.0
1409,2287,1.0
1409,2841,1.0
1409,2349,1.0
1409,1089,1.0
1409,3357,1.0
1409,3139,1.0
1409,2804,1.0
1409,3341,1.0
1409,3644,0.0
1409,2032,0.0
1410,3467,1.0
1410,1542,1.0
1410,1746,1.0
1410,1234,1.0
1410,1515,1.0
1410,3281,1.0
1410,2899,1.0
1410,3380,1.0
1410,2426,0.0
1410,4541,0.0
1411,2237,1.0
1411,3140,1.0
1411,1062,1.0
1411,2845,1.0
1411,3365,1.0
1411,1008,1.0
1411,1439,1.0
1411,3129,1.0
1411,887,0.0
1411,845,0.0
1412,1878,1.0
1412,2543,1.0
1412,2811,1.0
1412,1139,1.0
1412,2864,1.0
1412,3043,1.0
1412,2733,1.0
1412,2252,1.0
1412,3598,1.0
1412,1140,0.0
1413,3115,1.0
1413,1648,1.0
1413,2206,1.0
1413,2098,1.0
1413,1249,1.0
1413,2565,1.0
1413,3439,1.0
1413,1422,1.0
1413,2636,1.0
1413,2674,0.0
1414,2266,1.0
1414,1251,1.0
1414,2993,1.0
1414,2637,1.0
1414,2603,1.0
1414,3127,1.0
1414,2545,1.0
1414,1888,1.0
1414,1117,1.0
1414,1141,0.0
1415,1797,1.0
1415,1367,1.0
1415,2809,1.0
1415,1993,1.0
1415,3488,1.0
1415,2981,1.0
1415,2354,1.0
1415,1853,1.0
1415,2150,0.0
1415,1817,0.0
1416,2062,1.0
1416,2081,1.0
1416,2663,1.0
1416,2048,1.0
1416,1217,1.0
1416,2605,1.0
1416,1435,1.0
1416,3516,1.0
1416,1501,1.0
1416,1567,0.0
1417,1336,1.0
1417,2609,1.0
1417,3297,1.0
1417,2598,1.0
1417,2414,1.0
1417,2581,1.0
1417,3181,1.0
1417,3194,1.0
1417,1209,1.0
1417,2385,1.0
1418,1505,1.0
1418,3083,1.0
1418,2637,1.0
1418,1442,1.0
1418,3082,1.0
1418,2336,1.0
1418,1718,1.0
1418,2629,1.0
1418,1602,1.0
1418,1088,0.0
1419,2033,1.0
1419,7495,1.0
1419,3422,1.0
1419,3143,1.0
1419,2042,1.0
1419,2138,1.0
1419,1925,1.0
1419,8472,1.0
1419,1910,1.0
1419,7454,0.0
1420,1110,1.0
1420,3261,1.0
1420,2984,1.0
1420,2689,1.0
1420,2887,1.0
1420,1105,1.0
1420,1199,1.0
1420,1084,1.0
1420,1174,1.0
1420,2837,1.0
1421,2195,1.0
1421,1658,1.0
1421,2953,1.0
1421,3750,1.0
1421,3606,1.0
1421,3033,1.0
1421,1138,1.0
1421,1727,1.0
1421,2149,0.0
1421,5483,0.0
1422,1413,1.0
1422,2136,1.0
1422,847,1.0
1422,3588,1.0
1422,2260,1.0
1422,7995,1.0
1422,3003,1.0
1422,1648,1.0
1422,2160,1.0
1422,2084,0.0
1423,1981,1.0
1423,3300,1.0
1423,1732,1.0
1423,3583,1.0
1423,1308,1.0
1423,1685,1.0
1423,1527,1.0
1423,3560,1.0
1423,3047,1.0
1423,1315,1.0
1424,9666,1.0
1424,5440,1.0
1424,5520,1.0
1424,4843,1.0
1424,5085,1.0
1424,3895,1.0
1424,5740,1.0
1424,3677,1.0
1424,2105,1.0
1424,5631,1.0
1425,3433,1.0
1425,3198,1.0
1425,1951,1.0
1425,1417,1.0
1425,2275,1.0
1425,3581,1.0
1425,2184,1.0
1425,2573,1.0
1425,2102,0.0
1425,2037,0.0
1426,7234,1.0
1426,3070,1.0
1426,2421,1.0
1426,3364,1.0
1426,2726,1.0
1426,1917,1.0
1426,8790,1.0
1426,6122,1.0
1426,7192,1.0
1426,2534,0.0
1427,6934,1.0
1427,6106,1.0
1427,9253,1.0
1427,3154,1.0
1427,6465,1.0
1427,4367,1.0
1427,6959,1.0
1427,7346,1.0
1427,5206,1.0
1427,8126,1.0
1428,1580,1.0
1428,2504,1.0
1428,1646,1.0
1428,1204,1.0
1428,2019,1.0
1428,2530,1.0
1428,2840,1.0
1428,1684,1.0
1428,3354,0.0
1428,3353,0.0
1429,6440,1.0
1429,1388,1.0
1429,1958,1.0
1429,1116,1.0
1429,1620,1.0
1429,2624,1.0
1429,8535,1.0
1429,6137,1.0
1429,8379,0.0
1429,8158,0.0
1430,1596,1.0
1430,3602,1.0
1430,1957,1.0
1430,1663,1.0
1430,2722,1.0
1430,1943,1.0
1430,3104,1.0
1430,2040,1.0
1430,1053,1.0
1430,7146,1.0
1431,2458,1.0
1431,2691,1.0
1431,3612,1.0
1431,1789,1.0
1431,1447,1.0
1431,3016,1.0
1431,2320,1.0
1431,3552,0.0
1431,1355,0.0
1431,3503,0.0
1432,1828,1.0
1432,2904,1.0
1432,1189,1.0
1432,3577,1.0
1432,2842,1.0
1432,1377,1.0
1432,2241,1.0
1432,2621,1.0
1432,1308,0.0
1432,2695,0.0
1433,3341,1.0
1433,2927,1.0
1433,1289,1.0
1433,1978,1.0
1433,3042,1.0
1433,3570,1.0
1433,1708,1.0
1433,2154,1.0
1433,1509,0.0
1433,2998,0.0
1434,2282,1.0
1434,2279,1.0
1434,1969,1.0
1434,1114,1.0
1434,1320,1.0
1434,2323,1.0
1434,1916,1.0
1434,2976,1.0
1434,3266,1.0
1434,2562,0.0
1435,1416,1.0
1435,2062,1.0
1435,2400,1.0
1435,1300,1.0
1435,2605,1.0
1435,3255,1.0
1435,2048,1.0
1435,1904,1.0
1435,3208,1.0
1435,1248,0.0
1436,1565,1.0
1436,1071,1.0
1436,2122,1.0
1436,1526,1.0
1436,2016,1.0
1436,1235,1.0
1436,1977,1.0
1436,3107,1.0
1436,2258,1.0
1436,1206,0.0
1437,1794,1.0
1437,1188,1.0
1437,2468,1.0
1437,3138,1.0
1437,1504,1.0
1437,1306,1.0
1437,2522,1.0
1437,3163,1.0
1437,2672,1.0
1437,2391,0.0
1438,2292,1.0
1438,2618,1.0
1438,7995,1.0
1438,2443,1.0
1438,3093,1.0
1438,2157,1.0
1438,2184,1.0
1438,1816,1.0
1438,1546,0.0
1438,1417,0.0
1439,3365,1.0
1439,3140,1.0
1439,1194,1.0
1439,3129,1.0
1439,2759,1.0
1439,2843,1.0
1439,3554,1.0
1439,1411,1.0
1439,1613,1.0
1439,1655,0.0
1440,3157,1.0
1440,2957,1.0
1440,3277,1.0
1440,1676,1.0
1440,1065,1.0
1440,2918,1.0
1440,2967,1.0
1440,2651,1.0
1440,2763,1.0
1440,2791,0.0
1441,2801,1.0
1441,2829,1.0
1441,1768,1.0
1441,1406,1.0
1441,2020,1.0
1441,1217,1.0
1441,2798,1.0
1441,3062,1.0
1441,1537,1.0
1441,3254,1.0
1442,1570,1.0
1442,1505,1.0
1442,2940,1.0
1442,2222,1.0
1442,3194,1.0
1442,2596,1.0
1442,2777,1.0
1442,2967,1.0
1442,1444,1.0
1442,2645,0.0
1443,2751,1.0
1443,1045,1.0
1443,9951,1.0
1443,3253,1.0
1443,1584,1.0
1443,5409,1.0
1443,6714,1.0
1443,7471,1.0
1443,8266,1.0
1443,1851,1.0
1444,1090,1.0
1444,2248,1.0
1444,1403,1.0
1444,2024,1.0
1444,2517,1.0
1444,2175,1.0
1444,3581,1.0
1444,2281,1.0
1444,3194,1.0
1444,1570,1.0
1445,2176,1.0
1445,7346,1.0
1445,3154,1.0
1445,6936,1.0
1445,2844,1.0
1445,3882,1.0
1445,4635,1.0
1445,6959,1.0
1445,8680,0.0
1445,8126,0.0
1446,2078,1.0
1446,3638,1.0
1446,3529,1.0
1446,1188,1.0
1446,3599,1.0
1446,1229,1.0
1446,3378,1.0
1446,7134,1.0
1446,1626,0.0
1446,2256,0.0
1447,2425,1.0
1447,2691,1.0
1447,1714,1.0
1447,2014,1.0
1447,2546,1.0
1447,2264,1.0
1447,2936,1.0
1447,1431,1.0
1447,1842,0.0
1447,2859,0.0
1448,5984,1.0
1448,5557,1.0
1448,1011,1.0
1448,4186,1.0
1448,176,1.0
1448,9522,1.0
1448,3751,1.0
1448,9157,1.0
1448,12005,1.0
1448,12169,1.0
1449,2719,1.0
1449,1934,1.0
1449,2403,1.0
1449,2677,1.0
1449,3165,1.0
1449,3612,1.0
1449,2404,1.0
1449,2808,1.0
1449,2320,1.0
1449,2701,0.0
1450,1610,1.0
1450,2856,1.0
1450,3280,1.0
1450,613,1.0
1450,1632,1.0
1450,2415,1.0
1450,2990,1.0
1450,2986,1.0
1450,2251,1.0
1450,876,0.0
1451,2661,1.0
1451,2867,1.0
1451,2417,1.0
1451,398,1.0
1451,9212,1.0
1451,680,1.0
1451,576,1.0
1451,7955,0.0
1451,7884,0.0
1451,10088,0.0
1452,2780,1.0
1452,2914,1.0
1452,1937,1.0
1452,8334,1.0
1452,9542,1.0
1452,8314,1.0
1452,4531,1.0
1452,2269,1.0
1452,7040,0.0
1452,9917,0.0
1453,3031,1.0
1453,1206,1.0
1453,3116,1.0
1453,3263,1.0
1453,2122,1.0
1453,1675,1.0
1453,3307,1.0
1453,2107,1.0
1453,1486,0.0
1453,764,0.0
1454,6762,1.0
1454,4821,1.0
1454,2985,1.0
1454,2658,1.0
1454,6888,1.0
1454,2577,1.0
1454,7461,1.0
1454,8811,1.0
1454,7555,1.0
1454,1516,1.0
1455,6850,1.0
1455,3790,1.0
1455,3521,1.0
1455,8233,1.0
1455,4939,1.0
1455,7077,1.0
1455,5288,1.0
1455,9227,0.0
1455,2129,0.0
1455,9381,0.0
1456,1645,1.0
1456,1626,1.0
1456,2078,1.0
1456,3378,1.0
1456,1446,1.0
1456,1288,1.0
1456,1729,1.0
1456,3514,1.0
1456,1245,0.0
1456,3391,0.0
1457,1810,1.0
1457,1924,1.0
1457,3498,1.0
1457,6839,1.0
1457,3846,1.0
1457,2064,1.0
1457,2408,1.0
1457,2536,1.0
1457,2224,1.0
1457,2108,0.0
1458,2281,1.0
1458,1336,1.0
1458,3181,1.0
1458,2433,1.0
1458,2248,1.0
1458,1498,1.0
1458,2382,1.0
1458,1072,1.0
1458,2517,1.0
1458,2256,1.0
1459,1131,1.0
1459,2907,1.0
1459,2576,1.0
1459,3191,1.0
1459,2163,1.0
1459,1366,1.0
1459,3513,1.0
1459,1391,1.0
1459,2121,0.0
1459,1223,0.0
1460,3107,1.0
1460,1071,1.0
1460,3292,1.0
1460,3606,1.0
1460,3033,1.0
1460,1658,1.0
1460,2258,1.0
1460,1246,1.0
1460,1803,1.0
1460,2145,0.0
1461,2019,1.0
1461,2504,1.0
1461,2681,1.0
1461,3103,1.0
1461,2240,1.0
1461,2977,1.0
1461,1286,1.0
1461,3353,1.0
1461,1258,1.0
1461,1684,0.0
1462,1655,1.0
1462,2883,1.0
1462,3365,1.0
1462,2759,1.0
1462,2854,1.0
1462,2543,1.0
1462,2950,1.0
1462,3012,1.0
1462,1906,1.0
1462,3140,1.0
1463,4524,1.0
1463,3026,1.0
1463,1921,1.0
1463,5782,1.0
1463,3214,1.0
1463,5524,1.0
1463,5129,1.0
1463,4705,0.0
1463,1804,0.0
1463,5256,0.0
1464,2775,1.0
1464,3401,1.0
1464,2748,1.0
1464,2909,1.0
1464,1751,1.0
1464,3040,1.0
1464,3391,1.0
1464,1365,1.0
1464,2757,1.0
1464,3132,0.0
1465,1940,1.0
1465,3520,1.0
1465,2125,1.0
1465,1538,1.0
1465,3293,1.0
1465,1370,1.0
1465,2172,1.0
1465,2311,1.0
1465,1818,1.0
1465,3298,1.0
1466,2829,1.0
1466,2221,1.0
1466,1857,1.0
1466,1355,1.0
1466,1664,1.0
1466,2691,1.0
1466,2082,1.0
1466,3482,1.0
1466,2620,1.0
1466,1127,1.0
1467,2397,1.0
1467,1977,1.0
1467,2610,1.0
1467,2491,1.0
1467,2537,1.0
1467,2538,1.0
1467,2016,1.0
1467,1246,1.0
1467,1517,1.0
1467,2220,0.0
1468,3603,1.0
1468,3273,1.0
1468,1925,1.0
1468,1858,1.0
1468,1759,1.0
1468,1910,1.0
1468,7914,1.0
1468,3143,1.0
1468,1616,1.0
1468,1126,0.0
1469,2397,1.0
1469,1515,1.0
1469,3515,1.0
1469,1246,1.0
1469,3525,1.0
1469,3134,1.0
1469,1977,1.0
1469,1467,1.0
1469,1799,1.0
1469,2684,0.0
1470,1183,1.0
1470,1596,1.0
1470,3287,1.0
1470,3602,1.0
1470,3348,1.0
1470,1957,1.0
1470,2040,1.0
1470,8817,1.0
1470,2722,0.0
1470,1263,0.0
1471,1817,1.0
1471,2092,1.0
1471,3090,1.0
1471,1505,1.0
1471,1930,1.0
1471,2655,1.0
1471,2851,1.0
1471,1926,1.0
1471,1808,1.0
1471,2322,1.0
1472,3942,1.0
1472,274,1.0
1472,638,1.0
1472,503,1.0
1472,102,1.0
1472,893,1.0
1472,874,1.0
1472,687,1.0
1472,808,0.0
1472,894,0.0
1473,1907,1.0
1473,2611,1.0
1473,3220,1.0
1473,2312,1.0
1473,1507,1.0
1473,3592,1.0
1473,3267,1.0
1473,2043,1.0
1473,2725,1.0
1473,2255,0.0
1474,1847,1.0
1474,3407,1.0
1474,1876,1.0
1474,3123,1.0
1474,1248,1.0
1474,3227,1.0
1474,2923,1.0
1474,3235,1.0
1474,2268,0.0
1474,2660,0.0
1475,2161,1.0
1475,1974,1.0
1475,2716,1.0
1475,2652,1.0
1475,2402,1.0
1475,3055,1.0
1475,2293,1.0
1475,2937,1.0
1475,1181,1.0
1475,2156,1.0
1476,2623,1.0
1476,2541,1.0
1476,1821,1.0
1476,3475,1.0
1476,1259,1.0
1476,3252,1.0
1476,2619,1.0
1476,3418,1.0
1476,1682,1.0
1476,1783,0.0
1477,2439,1.0
1477,2762,1.0
1477,2344,1.0
1477,1273,1.0
1477,2631,1.0
1477,2106,1.0
1477,1922,1.0
1477,8505,1.0
1477,6606,0.0
1477,1238,0.0
1478,2650,1.0
1478,1538,1.0
1478,2676,1.0
1478,2249,1.0
1478,1102,1.0
1478,1061,1.0
1478,2839,1.0
1478,1465,1.0
1478,1670,1.0
1478,2179,0.0
1479,1309,1.0
1479,3549,1.0
1479,2299,1.0
1479,3089,1.0
1479,2473,1.0
1479,3525,1.0
1479,2016,1.0
1479,3451,1.0
1479,2544,1.0
1479,4227,1.0
1480,2973,1.0
1480,9015,1.0
1480,1341,1.0
1480,7770,1.0
1480,5281,1.0
1480,3350,1.0
1480,5403,1.0
1480,1726,1.0
1480,7324,0.0
1480,1694,0.0
1481,3297,1.0
1481,3194,1.0
1481,1417,1.0
1481,2777,1.0
1481,2248,1.0
1481,1570,1.0
1481,2609,1.0
1481,1484,1.0
1481,2645,1.0
1481,1336,1.0
1482,1064,1.0
1482,3411,1.0
1482,2698,1.0
1482,3622,1.0
1482,2695,1.0
1482,2666,1.0
1482,1284,1.0
1482,2382,1.0
1482,2157,1.0
1482,3471,1.0
1483,1073,1.0
1483,3227,1.0
1483,1673,1.0
1483,2921,1.0
1483,1731,1.0
1483,1416,1.0
1483,2923,1.0
1483,1679,1.0
1483,1876,1.0
1483,2741,0.0
1484,1334,1.0
1484,2591,1.0
1484,3352,1.0
1484,2957,1.0
1484,2903,1.0
1484,2960,1.0
1484,1245,1.0
1484,3450,1.0
1484,1345,0.0
1484,1944,0.0
1485,2496,1.0
1485,2395,1.0
1485,1494,1.0
1485,2140,1.0
1485,2104,1.0
1485,2533,1.0
1485,3156,1.0
1485,1778,0.0
1485,1342,0.0
1485,3604,0.0
1486,2122,1.0
1486,1453,1.0
1486,3116,1.0
1486,3031,1.0
1486,2228,1.0
1486,1775,1.0
1486,2005,1.0
1486,2736,1.0
1486,1890,0.0
1486,1206,0.0
1487,3207,1.0
1487,1955,1.0
1487,1818,1.0
1487,1731,1.0
1487,2240,1.0
1487,2921,1.0
1487,1483,1.0
1487,1568,1.0
1487,3018,1.0
1487,2015,1.0
1488,3029,1.0
1488,2878,1.0
1488,2604,1.0
1488,1692,1.0
1488,1277,1.0
1488,3188,1.0
1488,1623,1.0
1488,3610,0.0
1488,3039,0.0
1488,1813,0.0
1489,1811,1.0
1489,1732,1.0
1489,2746,1.0
1489,3044,1.0
1489,1232,1.0
1489,1513,1.0
1489,3236,1.0
1489,1685,1.0
1489,2918,1.0
1489,1527,1.0
1490,1764,1.0
1490,1148,1.0
1490,3169,1.0
1490,1836,1.0
1490,2701,1.0
1490,3631,1.0
1490,2460,1.0
1490,1674,1.0
1490,1588,0.0
1490,2669,0.0
1491,2663,1.0
1491,1190,1.0
1491,3262,1.0
1491,2801,1.0
1491,1894,1.0
1491,1667,1.0
1491,3284,1.0
1491,2393,1.0
1491,1106,0.0
1491,3579,0.0
1492,1751,1.0
1492,2909,1.0
1492,2373,1.0
1492,1891,1.0
1492,1464,1.0
1492,3514,1.0
1492,3232,1.0
1492,3599,1.0
1492,3391,0.0
1492,2642,0.0
1493,2135,1.0
1493,2562,1.0
1493,1916,1.0
1493,2998,1.0
1493,2013,1.0
1493,3266,1.0
1493,2861,1.0
1493,2065,1.0
1493,1434,0.0
1493,2976,0.0
1494,2496,1.0
1494,2533,1.0
1494,2140,1.0
1494,2341,1.0
1494,2395,1.0
1494,1434,1.0
1494,1778,1.0
1494,1969,1.0
1494,1320,0.0
1494,2485,0.0
1495,1623,1.0
1495,3039,1.0
1495,3106,1.0
1495,1703,1.0
1495,3188,1.0
1495,1756,1.0
1495,2604,1.0
1495,2261,1.0
