NodeA,NodeB,Weights
0,8163,1.0
0,10615,1.0
0,2583,1.0
0,1912,1.0
0,9847,1.0
0,1834,1.0
0,2673,1.0
0,5473,1.0
0,8298,1.0
0,7027,1.0
1,3293,1.0
1,2187,1.0
1,11164,1.0
1,5034,1.0
1,10502,1.0
1,9464,1.0
1,9795,1.0
1,1625,1.0
1,10542,1.0
1,10957,0.0
2,608,1.0
2,7336,1.0
2,4966,1.0
2,7443,1.0
2,6325,1.0
2,5437,1.0
2,2145,1.0
2,5553,1.0
2,322,1.0
2,315,0.0
3,7812,1.0
3,10727,1.0
3,735,1.0
3,7862,1.0
3,1170,1.0
3,6652,1.0
3,453,1.0
3,843,1.0
3,4793,0.0
3,204,0.0
4,9883,1.0
4,6664,1.0
4,5352,1.0
4,5246,1.0
4,589,1.0
4,1221,1.0
4,3076,1.0
4,315,0.0
4,7353,0.0
4,8123,0.0
5,6864,1.0
5,1811,1.0
5,4403,1.0
5,4735,1.0
5,2885,1.0
5,5208,1.0
5,4179,1.0
5,3604,1.0
5,5732,1.0
5,4848,0.0
6,4879,1.0
6,5230,1.0
6,7149,1.0
6,5606,1.0
6,8931,1.0
6,1275,1.0
6,5105,1.0
6,3298,1.0
6,10486,0.0
6,5158,0.0
7,8622,1.0
7,3037,1.0
7,1320,1.0
7,9368,1.0
7,8409,1.0
7,444,1.0
7,4640,1.0
7,3181,1.0
7,4909,0.0
7,3648,0.0
8,8154,1.0
8,9688,1.0
8,7228,1.0
8,8887,1.0
8,5586,1.0
8,8363,1.0
8,975,1.0
8,1304,1.0
8,3220,1.0
8,3472,0.0
9,6428,1.0
9,10500,1.0
9,1601,1.0
9,2398,1.0
9,9647,1.0
9,5043,1.0
9,1680,1.0
9,8711,1.0
9,4064,0.0
9,625,0.0
10,9920,1.0
10,984,1.0
10,6950,1.0
10,10585,1.0
10,805,1.0
10,8576,1.0
10,3806,1.0
10,6358,1.0
10,2596,0.0
10,5509,0.0
11,2863,1.0
11,4838,1.0
11,814,1.0
11,9395,1.0
11,4757,1.0
11,3323,1.0
11,10931,1.0
11,2676,1.0
11,10764,0.0
11,5483,0.0
12,9440,1.0
12,4177,1.0
12,2700,1.0
12,5836,1.0
12,5016,1.0
12,4694,1.0
12,7972,1.0
12,6018,1.0
12,9737,0.0
12,6040,0.0
13,3921,1.0
13,2201,1.0
13,5319,1.0
13,1936,1.0
13,5061,1.0
13,2276,1.0
13,229,1.0
13,1360,1.0
13,10090,0.0
13,5057,0.0
14,10864,1.0
14,9127,1.0
14,8460,1.0
14,2962,1.0
14,1516,1.0
14,5181,1.0
14,1307,1.0
14,1358,1.0
14,5685,1.0
14,4672,1.0
15,2777,1.0
15,10370,1.0
15,5251,1.0
15,11059,1.0
15,8863,1.0
15,5733,1.0
15,10522,1.0
15,10514,1.0
15,4618,0.0
15,5690,0.0
16,2533,1.0
16,1129,1.0
16,2874,1.0
16,714,1.0
16,8094,1.0
16,4153,1.0
16,11033,1.0
16,5171,1.0
16,11107,1.0
16,5299,0.0
17,3719,1.0
17,6202,1.0
17,4990,1.0
17,8603,1.0
17,1106,1.0
17,4954,1.0
17,9983,1.0
17,297,1.0
17,4753,1.0
17,5165,1.0
18,2498,1.0
18,4334,1.0
18,10818,1.0
18,2921,1.0
18,6619,1.0
18,9426,1.0
18,5858,1.0
18,4152,1.0
18,5468,1.0
18,5946,0.0
19,6066,1.0
19,7119,1.0
19,7172,1.0
19,7104,1.0
19,3538,1.0
19,744,1.0
19,7152,1.0
19,1766,1.0
19,4673,0.0
19,2267,0.0
20,8501,1.0
20,1150,1.0
20,10758,1.0
20,6383,1.0
20,5349,1.0
20,7660,1.0
20,6050,1.0
20,5859,1.0
20,4897,1.0
20,2049,0.0
21,3856,1.0
21,8225,1.0
21,10110,1.0
21,9144,1.0
21,6396,1.0
21,4315,1.0
21,5744,1.0
21,8521,1.0
21,2356,0.0
21,1344,0.0
22,2329,1.0
22,2967,1.0
22,7538,1.0
22,2457,1.0
22,4663,1.0
22,469,1.0
22,2838,1.0
22,6028,1.0
22,4942,0.0
22,4623,0.0
23,10563,1.0
23,3546,1.0
23,2143,1.0
23,4457,1.0
23,4013,1.0
23,6368,1.0
23,4074,1.0
23,9058,1.0
23,6600,1.0
23,630,0.0
24,10308,1.0
24,1961,1.0
24,102,1.0
24,9136,1.0
24,6517,1.0
24,2260,1.0
24,9030,1.0
24,8963,1.0
24,6385,1.0
24,2491,1.0
25,3440,1.0
25,5162,1.0
25,1460,1.0
25,11016,1.0
25,4201,1.0
25,8408,1.0
25,6119,1.0
25,6902,0.0
25,8277,0.0
25,2066,0.0
26,8007,1.0
26,5743,1.0
26,3435,1.0
26,5760,1.0
26,9729,1.0
26,5139,1.0
26,10562,1.0
26,54,1.0
26,9190,1.0
26,6041,0.0
27,6806,1.0
27,1309,1.0
27,4325,1.0
27,1209,1.0
27,10523,1.0
27,8345,1.0
27,6374,1.0
27,9523,0.0
27,4372,0.0
27,4520,0.0
28,10495,1.0
28,7080,1.0
28,1333,1.0
28,3555,1.0
28,11165,1.0
28,1865,1.0
28,4572,1.0
28,10788,0.0
28,10573,0.0
28,1349,0.0
29,10166,1.0
29,1605,1.0
29,9411,1.0
29,5959,1.0
29,3175,1.0
29,4608,1.0
29,10489,1.0
29,10071,0.0
29,8264,0.0
29,2485,0.0
30,1418,1.0
30,2926,1.0
30,6056,1.0
30,9873,1.0
30,3094,1.0
30,6482,1.0
30,9929,1.0
30,1728,1.0
30,3915,1.0
30,7299,0.0
31,942,1.0
31,6178,1.0
31,9559,1.0
31,6778,1.0
31,10311,1.0
31,2769,1.0
31,759,1.0
31,263,1.0
31,5036,1.0
31,2971,0.0
32,11019,1.0
32,10573,1.0
32,7671,1.0
32,5027,1.0
32,7094,1.0
32,1362,1.0
32,9784,1.0
32,7556,0.0
32,4508,0.0
32,1642,0.0
33,7312,1.0
33,1118,1.0
33,3897,1.0
33,8856,1.0
33,4041,1.0
33,8898,1.0
33,10484,1.0
33,8520,0.0
33,7661,0.0
33,9063,0.0
34,1211,1.0
34,6406,1.0
34,5595,1.0
34,9162,1.0
34,4702,1.0
34,1658,1.0
34,4229,1.0
34,4943,1.0
34,7528,1.0
34,6671,1.0
35,10175,1.0
35,10193,1.0
35,10075,1.0
35,423,1.0
35,9131,1.0
35,6724,1.0
35,399,1.0
35,9157,1.0
35,2967,1.0
35,2396,0.0
36,4762,1.0
36,6590,1.0
36,6452,1.0
36,953,1.0
36,8084,1.0
36,6532,1.0
36,3633,1.0
36,3029,1.0
36,7833,0.0
36,6711,0.0
37,1677,1.0
37,3918,1.0
37,5778,1.0
37,6049,1.0
37,10889,1.0
37,10152,1.0
37,3230,1.0
37,5318,1.0
37,10294,0.0
37,6466,0.0
38,185,1.0
38,9096,1.0
38,1508,1.0
38,8295,1.0
38,7051,1.0
38,703,1.0
38,8228,1.0
38,2324,1.0
38,6473,1.0
38,5549,1.0
39,4528,1.0
39,2938,1.0
39,10888,1.0
39,1497,1.0
39,3838,1.0
39,9517,1.0
39,7899,1.0
39,4203,1.0
39,8285,1.0
39,192,1.0
40,847,1.0
40,5509,1.0
40,8692,1.0
40,3691,1.0
40,1626,1.0
40,10649,1.0
40,6820,1.0
40,7630,1.0
40,3938,1.0
40,1398,1.0
41,5368,1.0
41,3586,1.0
41,8291,1.0
41,1506,1.0
41,3637,1.0
41,8832,1.0
41,5188,1.0
41,9565,1.0
41,9235,0.0
41,6994,0.0
42,3275,1.0
42,4532,1.0
42,7624,1.0
42,10752,1.0
42,2338,1.0
42,8662,1.0
42,10128,1.0
42,7505,1.0
42,9976,1.0
42,8920,0.0
43,8668,1.0
43,3939,1.0
43,8510,1.0
43,4733,1.0
43,2194,1.0
43,9929,1.0
43,10661,1.0
43,9085,1.0
43,14,0.0
43,6482,0.0
44,9464,1.0
44,4061,1.0
44,1969,1.0
44,10904,1.0
44,999,1.0
44,5310,1.0
44,6429,1.0
44,3370,1.0
44,10542,1.0
44,9748,1.0
45,4698,1.0
45,7899,1.0
45,5361,1.0
45,6690,1.0
45,6422,1.0
45,1403,1.0
45,4858,1.0
45,7846,1.0
45,411,0.0
45,8955,0.0
46,8794,1.0
46,2947,1.0
46,4895,1.0
46,7810,1.0
46,2617,1.0
46,403,1.0
46,9256,1.0
46,6661,1.0
46,7022,0.0
46,990,0.0
47,7871,1.0
47,4382,1.0
47,4761,1.0
47,2796,1.0
47,7029,1.0
47,201,1.0
47,8786,1.0
47,10567,1.0
47,1026,1.0
47,2699,0.0
48,4894,1.0
48,5354,1.0
48,7733,1.0
48,7874,1.0
48,10429,1.0
48,2352,1.0
48,10588,1.0
48,2518,1.0
48,3510,1.0
48,3173,1.0
49,9862,1.0
49,11057,1.0
49,1567,1.0
49,4133,1.0
49,7328,1.0
49,7203,1.0
49,620,1.0
49,4599,0.0
49,1645,0.0
49,5930,0.0
50,6472,1.0
50,6395,1.0
50,750,1.0
50,9813,1.0
50,10120,1.0
50,1991,1.0
50,3482,1.0
50,442,1.0
50,5767,0.0
50,5719,0.0
51,10142,1.0
51,10540,1.0
51,4923,1.0
51,9494,1.0
51,8674,1.0
51,100,1.0
51,4157,1.0
51,10086,1.0
51,8105,1.0
51,6290,1.0
52,7630,1.0
52,2294,1.0
52,1398,1.0
52,2717,1.0
52,1833,1.0
52,9290,1.0
52,8684,1.0
52,5509,1.0
52,1222,0.0
52,144,0.0
53,3290,1.0
53,3777,1.0
53,5592,1.0
53,10544,1.0
53,1996,1.0
53,9355,1.0
53,1189,1.0
53,4265,1.0
53,731,1.0
53,4755,0.0
54,2592,1.0
54,3963,1.0
54,3936,1.0
54,8007,1.0
54,7748,1.0
54,2059,1.0
54,9729,1.0
54,2854,1.0
54,9763,1.0
54,7316,1.0
55,797,1.0
55,9049,1.0
55,8417,1.0
55,4519,1.0
55,2325,1.0
55,4370,1.0
55,2578,1.0
55,8336,1.0
55,4322,1.0
55,9036,0.0
56,949,1.0
56,2872,1.0
56,5879,1.0
56,6536,1.0
56,4648,1.0
56,8795,1.0
56,269,1.0
56,9558,1.0
56,3948,1.0
56,421,1.0
57,6645,1.0
57,10629,1.0
57,7056,1.0
57,5059,1.0
57,5487,1.0
57,227,1.0
57,10172,1.0
57,8230,1.0
57,7705,1.0
57,8519,0.0
58,10345,1.0
58,1295,1.0
58,8171,1.0
58,8158,1.0
58,8404,1.0
58,245,1.0
58,91,1.0
58,11107,0.0
58,10015,0.0
58,1065,0.0
59,1232,1.0
59,218,1.0
59,7626,1.0
59,7969,1.0
59,1998,1.0
59,8803,1.0
59,8613,1.0
59,5084,1.0
59,10550,0.0
59,1467,0.0
60,9237,1.0
60,10778,1.0
60,6824,1.0
60,7501,1.0
60,9727,1.0
60,6934,1.0
60,7843,1.0
60,4282,1.0
60,10255,0.0
60,10601,0.0
61,9411,1.0
61,8761,1.0
61,11133,1.0
61,1053,1.0
61,1605,1.0
61,9428,1.0
61,5609,1.0
61,8022,0.0
61,8467,0.0
61,3297,0.0
62,6856,1.0
62,5674,1.0
62,8725,1.0
62,5208,1.0
62,4735,1.0
62,6393,1.0
62,9020,1.0
62,1811,0.0
62,2702,0.0
62,7935,0.0
63,5321,1.0
63,1273,1.0
63,9429,1.0
63,6949,1.0
63,863,1.0
63,9501,1.0
63,6018,1.0
63,6225,1.0
63,7764,1.0
63,2422,1.0
64,11126,1.0
64,10770,1.0
64,6371,1.0
64,6660,1.0
64,6581,1.0
64,5664,1.0
64,5134,1.0
64,10134,1.0
64,5517,1.0
64,1993,1.0
65,3220,1.0
65,8363,1.0
65,5348,1.0
65,8159,1.0
65,8779,1.0
65,9688,1.0
65,8,1.0
65,8293,1.0
65,5844,0.0
65,4507,0.0
66,4932,1.0
66,2572,1.0
66,5958,1.0
66,3419,1.0
66,10056,1.0
66,5613,1.0
66,941,1.0
66,7293,1.0
66,3773,1.0
66,7548,0.0
67,5351,1.0
67,4598,1.0
67,9021,1.0
67,7656,1.0
67,181,1.0
67,7866,1.0
67,8291,1.0
67,10073,1.0
67,9550,1.0
67,7272,1.0
68,6168,1.0
68,4439,1.0
68,1364,1.0
68,5065,1.0
68,3819,1.0
68,9405,1.0
68,8775,1.0
68,10605,0.0
68,8235,0.0
68,9475,0.0
69,10797,1.0
69,5804,1.0
69,9719,1.0
69,7911,1.0
69,188,1.0
69,254,1.0
69,4308,1.0
69,6633,1.0
69,5710,1.0
69,11171,1.0
70,976,1.0
70,7072,1.0
70,5160,1.0
70,7279,1.0
70,279,1.0
70,4392,1.0
70,4696,1.0
70,8835,1.0
70,11075,1.0
70,377,1.0
71,9660,1.0
71,2940,1.0
71,8624,1.0
71,10005,1.0
71,7613,1.0
71,3585,1.0
71,9997,1.0
71,9125,1.0
71,8434,1.0
71,2247,0.0
72,8905,1.0
72,9501,1.0
72,8191,1.0
72,7289,1.0
72,9869,1.0
72,757,1.0
72,3875,1.0
72,2222,1.0
72,6998,0.0
72,6032,0.0
73,10515,1.0
73,7533,1.0
73,3539,1.0
73,9058,1.0
73,4861,1.0
73,7292,1.0
73,8172,1.0
73,546,1.0
73,4074,1.0
73,64,0.0
74,7140,1.0
74,3872,1.0
74,8110,1.0
74,11104,1.0
74,2227,1.0
74,1164,1.0
74,8396,1.0
74,8831,1.0
74,4608,1.0
74,5860,1.0
75,6071,1.0
75,5714,1.0
75,1975,1.0
75,9729,1.0
75,3616,1.0
75,6587,1.0
75,7341,1.0
75,1154,1.0
75,372,0.0
75,8071,0.0
76,2760,1.0
76,4231,1.0
76,10164,1.0
76,1178,1.0
76,1551,1.0
76,5671,1.0
76,9451,1.0
76,7810,1.0
76,2797,0.0
76,8514,0.0
77,208,1.0
77,5323,1.0
77,2653,1.0
77,6102,1.0
77,7250,1.0
77,1092,1.0
77,2068,1.0
77,3226,1.0
77,8167,1.0
77,4882,0.0
78,4167,1.0
78,6916,1.0
78,9478,1.0
78,413,1.0
78,6196,1.0
78,10451,1.0
78,3179,1.0
78,7472,1.0
78,530,0.0
78,6811,0.0
79,645,1.0
79,8722,1.0
79,5023,1.0
79,1497,1.0
79,7909,1.0
79,5636,1.0
79,6645,1.0
79,8868,1.0
79,5406,1.0
79,7120,1.0
80,11124,1.0
80,7032,1.0
80,510,1.0
80,5813,1.0
80,3794,1.0
80,9936,1.0
80,4722,1.0
80,9807,1.0
80,10331,1.0
80,1461,1.0
81,789,1.0
81,4697,1.0
81,2708,1.0
81,7911,1.0
81,6624,1.0
81,8356,1.0
81,5804,1.0
81,2144,0.0
81,4455,0.0
81,2953,0.0
82,10531,1.0
82,7119,1.0
82,9515,1.0
82,1065,1.0
82,10908,1.0
82,456,1.0
82,2212,1.0
82,744,1.0
82,1850,0.0
82,2238,0.0
83,3541,1.0
83,7059,1.0
83,10599,1.0
83,9808,1.0
83,6884,1.0
83,10434,1.0
83,10856,1.0
83,10187,1.0
83,7226,1.0
83,4468,1.0
84,2104,1.0
84,3877,1.0
84,2596,1.0
84,10512,1.0
84,11138,1.0
84,5269,1.0
84,1748,1.0
84,9837,1.0
84,5934,1.0
84,984,0.0
85,2005,1.0
85,9361,1.0
85,4426,1.0
85,8648,1.0
85,6956,1.0
85,5488,1.0
85,6226,1.0
85,854,1.0
85,11050,0.0
85,2437,0.0
86,6243,1.0
86,4669,1.0
86,8767,1.0
86,6559,1.0
86,5126,1.0
86,3604,1.0
86,7609,1.0
86,7324,1.0
86,6859,1.0
86,1386,1.0
87,6789,1.0
87,7193,1.0
87,482,1.0
87,10576,1.0
87,2232,1.0
87,8836,1.0
87,372,1.0
87,8074,1.0
87,7908,1.0
87,2782,1.0
88,7473,1.0
88,10965,1.0
88,6175,1.0
88,9312,1.0
88,120,1.0
88,3249,1.0
88,7243,1.0
88,9135,1.0
88,9306,0.0
88,6398,0.0
89,4668,1.0
89,291,1.0
89,5933,1.0
89,438,1.0
89,4922,1.0
89,6589,1.0
89,4211,1.0
89,5256,0.0
89,3949,0.0
89,1082,0.0
90,10707,1.0
90,3906,1.0
90,1903,1.0
90,6628,1.0
90,3733,1.0
90,8832,1.0
90,7971,1.0
90,9780,1.0
90,6539,1.0
90,7335,0.0
91,8171,1.0
91,3636,1.0
91,5171,1.0
91,8686,1.0
91,9655,1.0
91,7649,1.0
91,473,1.0
91,8934,1.0
91,7973,0.0
91,8404,0.0
92,9230,1.0
92,3963,1.0
92,372,1.0
92,3435,1.0
92,7341,1.0
92,5154,1.0
92,9542,1.0
92,2928,1.0
92,6993,1.0
92,3072,1.0
93,1362,1.0
93,2225,1.0
93,6708,1.0
93,4757,1.0
93,3555,1.0
93,8964,1.0
93,4321,1.0
93,9959,1.0
93,5653,1.0
93,3099,0.0
94,5579,1.0
94,5865,1.0
94,8662,1.0
94,6804,1.0
94,9926,1.0
94,7890,1.0
94,415,1.0
94,9313,1.0
94,304,1.0
94,10667,1.0
95,3622,1.0
95,3309,1.0
95,2739,1.0
95,9368,1.0
95,4909,1.0
95,2780,1.0
95,7453,1.0
95,1158,1.0
95,481,1.0
95,3398,1.0
96,421,1.0
96,9387,1.0
96,2956,1.0
96,1638,1.0
96,11121,1.0
96,683,1.0
96,8849,1.0
96,1325,1.0
96,8176,0.0
96,9558,0.0
97,6695,1.0
97,7562,1.0
97,4673,1.0
97,5594,1.0
97,7569,1.0
97,1579,1.0
97,5611,1.0
97,3383,1.0
97,1355,0.0
97,714,0.0
98,10963,1.0
98,911,1.0
98,10061,1.0
98,9807,1.0
98,4482,1.0
98,9696,1.0
98,634,1.0
98,10038,0.0
98,5308,0.0
98,7687,0.0
99,9550,1.0
99,106,1.0
99,10809,1.0
99,7760,1.0
99,6125,1.0
99,9180,1.0
99,5762,1.0
99,9901,1.0
99,5952,1.0
99,6021,0.0
100,7766,1.0
100,8184,1.0
100,9117,1.0
100,4581,1.0
100,7202,1.0
100,7986,1.0
100,9314,1.0
100,2599,1.0
100,9006,1.0
100,4467,1.0
101,8407,1.0
101,3070,1.0
101,9035,1.0
101,4357,1.0
101,8149,1.0
101,1847,1.0
101,10664,1.0
101,11006,1.0
101,5508,1.0
101,5519,0.0
102,7311,1.0
102,1961,1.0
102,10631,1.0
102,8963,1.0
102,1330,1.0
102,2491,1.0
102,905,1.0
102,6145,1.0
102,8330,1.0
102,9136,1.0
103,9430,1.0
103,5257,1.0
103,2980,1.0
103,10948,1.0
103,11014,1.0
103,11093,1.0
103,8693,1.0
103,6099,0.0
103,2156,0.0
103,8924,0.0
104,2318,1.0
104,6454,1.0
104,5385,1.0
104,3680,1.0
104,2200,1.0
104,4314,1.0
104,2519,1.0
104,10990,1.0
104,2183,0.0
104,10313,0.0
105,6026,1.0
105,7297,1.0
105,995,1.0
105,4600,1.0
105,657,1.0
105,268,1.0
105,6285,1.0
105,1831,1.0
105,9270,0.0
105,9986,0.0
106,9143,1.0
106,6021,1.0
106,99,1.0
106,5952,1.0
106,9550,1.0
106,7944,1.0
106,9180,1.0
106,1540,1.0
106,3844,0.0
106,6555,0.0
107,3377,1.0
107,9166,1.0
107,7661,1.0
107,7753,1.0
107,2171,1.0
107,7312,1.0
107,10940,1.0
107,4940,1.0
107,10757,1.0
107,8611,1.0
108,443,1.0
108,7458,1.0
108,10701,1.0
108,944,1.0
108,7089,1.0
108,7471,1.0
108,8516,1.0
108,3484,1.0
108,10465,1.0
108,4415,0.0
109,7987,1.0
109,10823,1.0
109,6999,1.0
109,1315,1.0
109,9149,1.0
109,9601,1.0
109,7041,1.0
109,8273,1.0
109,3510,0.0
109,3173,0.0
110,10580,1.0
110,1949,1.0
110,8718,1.0
110,3241,1.0
110,10908,1.0
110,9189,1.0
110,3631,1.0
110,9652,1.0
110,9519,0.0
110,8837,0.0
111,2740,1.0
111,5449,1.0
111,5511,1.0
111,5832,1.0
111,1294,1.0
111,4064,1.0
111,9377,1.0
111,7474,1.0
111,8532,0.0
111,2804,0.0
112,8321,1.0
112,7613,1.0
112,2940,1.0
112,8470,1.0
112,10057,1.0
112,1397,1.0
112,5697,1.0
112,884,1.0
112,4040,0.0
112,3268,0.0
113,2673,1.0
113,2363,1.0
113,7023,1.0
113,10615,1.0
113,7091,1.0
113,1834,1.0
113,8298,1.0
113,9630,0.0
113,4278,0.0
113,2502,0.0
114,3671,1.0
114,1855,1.0
114,8877,1.0
114,10430,1.0
114,6994,1.0
114,10397,1.0
114,4681,1.0
114,6822,1.0
114,8728,1.0
114,7997,0.0
115,1046,1.0
115,3459,1.0
115,1042,1.0
115,1503,1.0
115,2123,1.0
115,5851,1.0
115,9765,1.0
115,4412,1.0
115,1613,1.0
115,1303,1.0
116,8341,1.0
116,3655,1.0
116,2722,1.0
116,9081,1.0
116,635,1.0
116,1431,1.0
116,2301,1.0
116,3492,1.0
116,3872,1.0
116,8831,0.0
117,1568,1.0
117,4994,1.0
117,2479,1.0
117,4800,1.0
117,11084,1.0
117,7528,1.0
117,6995,1.0
117,3108,1.0
117,5265,0.0
117,8981,0.0
118,3802,1.0
118,668,1.0
118,3487,1.0
118,8771,1.0
118,4797,1.0
118,1274,1.0
118,7320,1.0
118,6969,1.0
118,3563,1.0
118,754,1.0
119,8655,1.0
119,7077,1.0
119,10149,1.0
119,4772,1.0
119,5632,1.0
119,5661,1.0
119,10390,1.0
119,1215,1.0
119,1560,1.0
119,5080,0.0
120,2985,1.0
120,3249,1.0
120,3095,1.0
120,7172,1.0
120,6962,1.0
120,2021,1.0
120,6922,1.0
120,7473,1.0
120,4973,1.0
120,9434,1.0
121,2239,1.0
121,7119,1.0
121,1885,1.0
121,5529,1.0
121,2564,1.0
121,7158,1.0
121,1077,1.0
121,9989,1.0
121,4717,1.0
121,8800,1.0
122,381,1.0
122,8550,1.0
122,8754,1.0
122,3034,1.0
122,1875,1.0
122,10449,1.0
122,1616,1.0
122,4540,1.0
122,3696,0.0
122,8733,0.0
123,10006,1.0
123,10488,1.0
123,11156,1.0
123,328,1.0
123,10551,1.0
123,1510,1.0
123,10590,1.0
123,8986,1.0
123,4900,0.0
123,10356,0.0
124,2940,1.0
124,3268,1.0
124,112,1.0
124,8321,1.0
124,11112,1.0
124,10867,1.0
124,1685,1.0
124,884,1.0
124,9743,0.0
124,10057,0.0
125,4315,1.0
125,329,1.0
125,10631,1.0
125,9038,1.0
125,10306,1.0
125,102,1.0
125,10902,1.0
125,10640,1.0
125,1615,0.0
125,8963,0.0
126,9670,1.0
126,7852,1.0
126,3868,1.0
126,989,1.0
126,7268,1.0
126,8777,1.0
126,9783,1.0
126,1392,1.0
126,3986,0.0
126,5913,0.0
127,2071,1.0
127,3726,1.0
127,6202,1.0
127,4798,1.0
127,3434,1.0
127,5617,1.0
127,9591,1.0
127,2620,1.0
127,6750,0.0
127,10938,0.0
128,7156,1.0
128,6890,1.0
128,2444,1.0
128,6399,1.0
128,2112,1.0
128,8489,1.0
128,3488,1.0
128,670,1.0
128,3370,1.0
128,1052,1.0
129,4915,1.0
129,854,1.0
129,7275,1.0
129,85,1.0
129,11050,1.0
129,2437,1.0
129,1683,1.0
129,1083,1.0
129,9361,1.0
129,307,1.0
130,3566,1.0
130,8291,1.0
130,6463,1.0
130,4104,1.0
130,4200,1.0
130,10268,1.0
130,6478,1.0
130,1506,1.0
130,8832,1.0
130,10771,0.0
131,8786,1.0
131,9531,1.0
131,6136,1.0
131,2699,1.0
131,10033,1.0
131,1823,1.0
131,5490,1.0
131,3049,1.0
131,8098,1.0
131,11094,1.0
132,8801,1.0
132,7534,1.0
132,9646,1.0
132,3800,1.0
132,4945,1.0
132,3739,1.0
132,1703,1.0
132,10624,1.0
132,671,0.0
132,6369,0.0
133,7088,1.0
133,11036,1.0
133,9670,1.0
133,7193,1.0
133,1780,1.0
133,6742,1.0
133,4591,1.0
133,8519,1.0
133,9683,1.0
133,2193,1.0
134,10341,1.0
134,9457,1.0
134,10382,1.0
134,6065,1.0
134,8990,1.0
134,1725,1.0
134,8149,1.0
134,7501,1.0
134,2370,1.0
134,8332,1.0
135,10210,1.0
135,660,1.0
135,1147,1.0
135,7715,1.0
135,1068,1.0
135,2894,1.0
135,8798,1.0
135,4685,1.0
135,2012,1.0
135,3121,0.0
136,6857,1.0
136,9650,1.0
136,5652,1.0
136,6300,1.0
136,9684,1.0
136,7396,1.0
136,1637,1.0
136,4100,1.0
136,10940,1.0
136,7143,1.0
137,6276,1.0
137,1890,1.0
137,1579,1.0
137,10320,1.0
137,7104,1.0
137,7119,1.0
137,9774,1.0
137,1051,1.0
137,4834,0.0
137,5910,0.0
138,6668,1.0
138,4905,1.0
138,9487,1.0
138,7570,1.0
138,8284,1.0
138,1941,1.0
138,3865,1.0
138,6124,1.0
138,581,1.0
138,6035,0.0
139,4739,1.0
139,2752,1.0
139,9918,1.0
139,6622,1.0
139,8497,1.0
139,5131,1.0
139,9678,1.0
139,5984,1.0
139,7489,0.0
139,10508,0.0
140,1437,1.0
140,11120,1.0
140,505,1.0
140,8128,1.0
140,6629,1.0
140,2766,1.0
140,10875,1.0
140,5950,1.0
140,3494,0.0
140,3261,0.0
141,6039,1.0
141,8678,1.0
141,3882,1.0
141,3844,1.0
141,4939,1.0
141,7944,1.0
141,5650,1.0
141,5042,1.0
141,6859,0.0
141,8945,0.0
142,458,1.0
142,8182,1.0
142,7813,1.0
142,6551,1.0
142,2481,1.0
142,6409,1.0
142,6167,1.0
142,1254,0.0
142,5777,0.0
142,10460,0.0
143,2235,1.0
143,1418,1.0
143,30,1.0
143,5741,1.0
143,3094,1.0
143,9873,1.0
143,2880,1.0
143,6680,1.0
143,6056,1.0
143,263,0.0
144,1833,1.0
144,6541,1.0
144,4729,1.0
144,4529,1.0
144,6328,1.0
144,9976,1.0
144,4428,1.0
144,8750,1.0
144,6598,1.0
144,6430,0.0
145,9967,1.0
145,7468,1.0
145,4121,1.0
145,694,1.0
145,2628,1.0
145,5106,1.0
145,6855,1.0
145,9094,1.0
145,1386,1.0
145,3900,1.0
146,7979,1.0
146,8829,1.0
146,2036,1.0
146,2373,1.0
146,7122,1.0
146,9995,1.0
146,7832,1.0
146,8834,1.0
146,6665,0.0
146,7528,0.0
147,7001,1.0
147,7576,1.0
147,5085,1.0
147,9364,1.0
147,8053,1.0
147,5381,1.0
147,7854,1.0
147,5107,1.0
147,3498,1.0
147,6112,1.0
148,2086,1.0
148,6658,1.0
148,10685,1.0
148,10445,1.0
148,1507,1.0
148,1810,1.0
148,10145,1.0
148,11118,1.0
148,483,0.0
148,5478,0.0
149,3839,1.0
149,3101,1.0
149,6942,1.0
149,2248,1.0
149,7373,1.0
149,378,1.0
149,8875,1.0
149,10141,1.0
149,2327,1.0
149,1357,0.0
150,7900,1.0
150,7035,1.0
150,8183,1.0
150,6392,1.0
150,2792,1.0
150,5864,1.0
150,8118,1.0
150,1936,1.0
150,4077,1.0
150,7592,0.0
151,2207,1.0
151,10859,1.0
151,4187,1.0
151,5989,1.0
151,9771,1.0
151,10777,1.0
151,1682,1.0
151,1261,1.0
151,5606,0.0
151,8910,0.0
152,8982,1.0
152,4378,1.0
152,11169,1.0
152,9726,1.0
152,1467,1.0
152,7828,1.0
152,9814,1.0
152,6723,1.0
152,10163,0.0
152,1612,0.0
153,9109,1.0
153,9535,1.0
153,4591,1.0
153,5899,1.0
153,7909,1.0
153,4107,1.0
153,2965,1.0
153,7800,1.0
153,4253,0.0
153,5856,0.0
154,3434,1.0
154,2620,1.0
154,2408,1.0
154,8063,1.0
154,2071,1.0
154,4954,1.0
154,4029,1.0
154,10938,1.0
154,10382,1.0
154,1690,0.0
155,4748,1.0
155,10113,1.0
155,2721,1.0
155,6689,1.0
155,1079,1.0
155,4375,1.0
155,3558,1.0
155,1991,1.0
155,4759,0.0
155,9813,0.0
156,7994,1.0
156,6682,1.0
156,57,1.0
156,10657,1.0
156,10812,1.0
156,1985,1.0
156,8925,1.0
